CustomerID,KMeans_Cluster,HC_Cluster,Cluster_Name
13593,0,0,Loyal Regulars
13594,0,0,Loyal Regulars
13596,0,0,Loyal Regulars
13598,0,0,Loyal Regulars
13599,3,3,VIP Champions
13600,1,2,Dormant
13601,0,0,Loyal Regulars
13602,0,0,Loyal Regulars
13603,0,0,Loyal Regulars
13606,0,0,Loyal Regulars
13607,0,0,Loyal Regulars
13610,0,0,Loyal Regulars
13611,0,0,Loyal Regulars
13614,0,0,Loyal Regulars
13615,1,2,Dormant
13617,0,0,Loyal Regulars
13618,1,2,Dormant
13621,0,0,Loyal Regulars
13623,0,0,Loyal Regulars
13626,1,2,Dormant
13627,0,0,Loyal Regulars
13629,0,0,Loyal Regulars
13630,0,0,Loyal Regulars
13631,0,0,Loyal Regulars
13632,0,0,Loyal Regulars
13634,0,0,Loyal Regulars
13635,0,0,Loyal Regulars
13636,0,0,Loyal Regulars
13637,0,0,Loyal Regulars
13638,0,0,Loyal Regulars
13639,0,0,Loyal Regulars
13642,1,2,Dormant
13643,0,0,Loyal Regulars
13644,0,0,Loyal Regulars
13645,0,0,Loyal Regulars
13647,0,0,Loyal Regulars
13649,1,2,Dormant
13650,0,0,Loyal Regulars
13651,0,0,Loyal Regulars
13652,0,0,Loyal Regulars
13654,0,0,Loyal Regulars
13655,0,0,Loyal Regulars
13656,1,2,Dormant
13657,0,0,Loyal Regulars
13658,0,0,Loyal Regulars
13659,1,2,Dormant
13662,0,0,Loyal Regulars
13663,1,2,Dormant
13666,0,0,Loyal Regulars
13667,1,2,Dormant
13668,3,3,VIP Champions
13669,0,0,Loyal Regulars
13670,0,0,Loyal Regulars
13672,1,2,Dormant
13673,0,0,Loyal Regulars
13675,1,2,Dormant
13678,1,2,Dormant
13680,0,0,Loyal Regulars
13681,0,0,Loyal Regulars
13682,1,2,Dormant
13684,1,2,Dormant
13685,0,0,Loyal Regulars
13686,1,2,Dormant
13689,0,0,Loyal Regulars
13690,0,0,Loyal Regulars
13692,0,0,Loyal Regulars
13694,3,3,VIP Champions
13695,3,0,VIP Champions
13697,0,0,Loyal Regulars
13699,1,2,Dormant
13700,0,0,Loyal Regulars
13703,1,2,Dormant
13704,0,0,Loyal Regulars
13705,0,0,Loyal Regulars
13706,1,2,Dormant
13707,1,2,Dormant
13708,1,2,Dormant
13709,3,0,VIP Champions
13710,0,0,Loyal Regulars
13711,1,2,Dormant
13712,1,2,Dormant
13715,1,2,Dormant
13716,1,2,Dormant
13717,0,0,Loyal Regulars
13718,1,2,Dormant
13719,0,0,Loyal Regulars
13720,0,0,Loyal Regulars
13721,0,0,Loyal Regulars
13722,0,2,Loyal Regulars
13723,1,2,Dormant
13725,0,0,Loyal Regulars
13726,0,0,Loyal Regulars
13727,0,0,Loyal Regulars
13728,0,0,Loyal Regulars
13730,0,2,Loyal Regulars
13731,1,2,Dormant
13732,0,0,Loyal Regulars
13735,0,0,Loyal Regulars
13736,0,0,Loyal Regulars
13737,1,2,Dormant
13739,0,0,Loyal Regulars
13740,1,2,Dormant
13741,0,0,Loyal Regulars
13742,0,0,Loyal Regulars
13743,0,0,Loyal Regulars
13744,0,0,Loyal Regulars
13745,1,2,Dormant
13747,1,2,Dormant
13748,0,0,Loyal Regulars
13750,0,0,Loyal Regulars
13751,1,2,Dormant
13752,0,2,Loyal Regulars
13753,1,2,Dormant
13754,1,2,Dormant
13755,0,0,Loyal Regulars
13756,3,0,VIP Champions
13758,0,0,Loyal Regulars
13759,0,0,Loyal Regulars
13760,0,0,Loyal Regulars
13761,0,0,Loyal Regulars
13762,1,2,Dormant
13763,0,0,Loyal Regulars
13764,0,0,Loyal Regulars
13767,3,3,VIP Champions
13769,0,0,Loyal Regulars
13771,0,0,Loyal Regulars
13772,0,0,Loyal Regulars
13774,0,0,Loyal Regulars
13777,3,3,VIP Champions
13778,0,0,Loyal Regulars
13780,0,0,Loyal Regulars
13781,1,2,Dormant
13782,0,0,Loyal Regulars
13784,0,0,Loyal Regulars
13786,1,2,Dormant
13787,0,0,Loyal Regulars
13790,0,0,Loyal Regulars
13791,0,2,Loyal Regulars
13792,0,0,Loyal Regulars
13798,3,3,VIP Champions
13799,0,0,Loyal Regulars
13800,1,2,Dormant
13801,0,0,Loyal Regulars
13802,0,2,Loyal Regulars
13803,1,2,Dormant
13804,0,0,Loyal Regulars
13805,0,0,Loyal Regulars
13806,0,0,Loyal Regulars
13807,1,2,Dormant
13808,0,0,Loyal Regulars
13809,1,2,Dormant
13810,0,0,Loyal Regulars
13811,1,2,Dormant
13812,0,0,Loyal Regulars
13813,0,0,Loyal Regulars
13814,0,0,Loyal Regulars
13815,0,0,Loyal Regulars
13816,0,0,Loyal Regulars
13817,0,0,Loyal Regulars
13819,1,2,Dormant
13821,1,2,Dormant
13822,0,0,Loyal Regulars
13823,0,0,Loyal Regulars
13824,0,0,Loyal Regulars
13826,1,2,Dormant
13827,0,0,Loyal Regulars
13828,0,0,Loyal Regulars
13831,0,0,Loyal Regulars
13832,0,0,Loyal Regulars
13833,1,2,Dormant
13835,0,0,Loyal Regulars
13837,1,2,Dormant
13838,0,0,Loyal Regulars
13841,1,2,Dormant
13842,0,0,Loyal Regulars
13844,0,0,Loyal Regulars
13845,0,0,Loyal Regulars
13846,0,0,Loyal Regulars
13848,0,0,Loyal Regulars
13849,0,0,Loyal Regulars
13850,0,0,Loyal Regulars
13851,0,0,Loyal Regulars
13853,0,0,Loyal Regulars
13854,3,3,VIP Champions
13856,1,2,Dormant
13858,0,0,Loyal Regulars
13859,1,2,Dormant
13860,0,0,Loyal Regulars
13862,0,0,Loyal Regulars
13863,1,2,Dormant
13865,0,0,Loyal Regulars
13866,0,0,Loyal Regulars
13867,0,0,Loyal Regulars
13868,0,0,Loyal Regulars
13869,0,2,Loyal Regulars
13870,0,0,Loyal Regulars
13871,3,0,VIP Champions
13873,0,0,Loyal Regulars
13874,1,2,Dormant
13875,0,0,Loyal Regulars
13876,0,0,Loyal Regulars
13877,0,0,Loyal Regulars
13878,0,0,Loyal Regulars
13880,0,0,Loyal Regulars
13881,3,3,VIP Champions
13882,0,0,Loyal Regulars
13883,0,0,Loyal Regulars
13884,0,0,Loyal Regulars
13885,1,2,Dormant
13886,0,0,Loyal Regulars
13887,1,2,Dormant
13888,0,0,Loyal Regulars
13889,0,0,Loyal Regulars
13890,0,0,Loyal Regulars
13892,0,0,Loyal Regulars
13893,1,2,Dormant
13894,0,0,Loyal Regulars
13895,0,0,Loyal Regulars
13897,0,0,Loyal Regulars
13898,1,2,Dormant
13899,0,0,Loyal Regulars
13900,1,2,Dormant
13901,0,0,Loyal Regulars
13904,0,0,Loyal Regulars
13908,0,0,Loyal Regulars
13911,0,0,Loyal Regulars
13914,0,0,Loyal Regulars
13917,0,0,Loyal Regulars
13918,0,0,Loyal Regulars
13919,0,0,Loyal Regulars
13922,1,2,Dormant
13923,0,0,Loyal Regulars
13924,0,0,Loyal Regulars
13925,0,0,Loyal Regulars
13926,0,0,Loyal Regulars
13927,0,0,Loyal Regulars
13928,0,0,Loyal Regulars
13929,1,2,Dormant
13930,0,0,Loyal Regulars
13931,0,0,Loyal Regulars
13932,1,2,Dormant
13933,0,0,Loyal Regulars
13934,1,2,Dormant
13936,1,2,Dormant
13937,1,2,Dormant
13938,0,0,Loyal Regulars
13939,0,0,Loyal Regulars
13940,0,0,Loyal Regulars
13941,0,0,Loyal Regulars
13946,0,0,Loyal Regulars
13947,0,0,Loyal Regulars
13948,1,2,Dormant
13949,0,0,Loyal Regulars
13950,0,0,Loyal Regulars
13951,1,2,Dormant
13952,1,2,Dormant
13953,0,0,Loyal Regulars
13954,0,0,Loyal Regulars
13955,1,2,Dormant
13956,0,0,Loyal Regulars
13959,0,0,Loyal Regulars
13960,0,0,Loyal Regulars
13962,0,0,Loyal Regulars
13963,1,2,Dormant
13967,1,2,Dormant
13969,3,3,VIP Champions
13971,0,0,Loyal Regulars
13972,0,0,Loyal Regulars
13973,1,2,Dormant
13974,0,0,Loyal Regulars
13975,0,0,Loyal Regulars
13976,1,2,Dormant
13978,0,0,Loyal Regulars
13979,0,0,Loyal Regulars
13980,0,0,Loyal Regulars
13982,0,0,Loyal Regulars
13983,0,0,Loyal Regulars
13984,0,0,Loyal Regulars
13985,3,0,VIP Champions
13986,0,0,Loyal Regulars
13988,0,0,Loyal Regulars
13989,0,0,Loyal Regulars
13990,1,2,Dormant
13991,0,0,Loyal Regulars
13992,0,0,Loyal Regulars
13993,0,0,Loyal Regulars
13994,0,0,Loyal Regulars
13995,0,0,Loyal Regulars
13999,0,0,Loyal Regulars
14000,1,2,Dormant
14001,0,0,Loyal Regulars
14002,0,2,Loyal Regulars
14004,0,0,Loyal Regulars
14005,0,0,Loyal Regulars
14006,0,0,Loyal Regulars
14009,1,2,Dormant
14012,1,2,Dormant
14013,0,0,Loyal Regulars
14014,0,0,Loyal Regulars
14015,0,0,Loyal Regulars
14016,1,2,Dormant
14019,0,0,Loyal Regulars
14020,0,0,Loyal Regulars
14021,1,2,Dormant
14022,1,2,Dormant
14023,0,0,Loyal Regulars
14024,0,0,Loyal Regulars
14027,0,0,Loyal Regulars
14029,0,0,Loyal Regulars
14030,0,0,Loyal Regulars
14031,3,3,VIP Champions
14032,0,0,Loyal Regulars
14034,0,0,Loyal Regulars
14035,0,0,Loyal Regulars
14036,1,2,Dormant
14037,1,2,Dormant
14038,0,0,Loyal Regulars
14039,0,0,Loyal Regulars
14040,0,0,Loyal Regulars
14041,1,2,Dormant
14044,0,0,Loyal Regulars
14045,0,0,Loyal Regulars
14046,1,2,Dormant
14047,0,0,Loyal Regulars
14048,1,2,Dormant
14049,0,0,Loyal Regulars
14050,0,0,Loyal Regulars
14051,3,3,VIP Champions
14052,0,0,Loyal Regulars
14053,0,0,Loyal Regulars
14054,0,0,Loyal Regulars
14055,0,0,Loyal Regulars
14056,3,3,VIP Champions
14057,3,3,VIP Champions
14059,1,2,Dormant
14060,3,3,VIP Champions
14062,3,0,VIP Champions
14064,0,0,Loyal Regulars
14066,1,2,Dormant
14067,0,0,Loyal Regulars
14068,1,2,Dormant
14071,0,0,Loyal Regulars
14073,0,0,Loyal Regulars
14075,0,0,Loyal Regulars
14076,0,0,Loyal Regulars
14077,0,0,Loyal Regulars
14078,0,0,Loyal Regulars
14079,0,0,Loyal Regulars
14080,0,0,Loyal Regulars
14081,1,2,Dormant
14082,1,2,Dormant
14083,0,0,Loyal Regulars
14085,3,3,VIP Champions
14087,0,0,Loyal Regulars
14088,3,3,VIP Champions
14089,0,0,Loyal Regulars
14090,1,2,Dormant
14092,3,0,VIP Champions
14093,0,0,Loyal Regulars
14096,3,3,VIP Champions
14098,0,0,Loyal Regulars
14099,0,0,Loyal Regulars
14100,0,0,Loyal Regulars
14101,0,0,Loyal Regulars
14102,0,0,Loyal Regulars
14104,1,2,Dormant
14105,1,2,Dormant
14107,0,0,Loyal Regulars
14108,0,0,Loyal Regulars
14109,0,0,Loyal Regulars
14110,0,0,Loyal Regulars
14111,0,0,Loyal Regulars
14112,0,0,Loyal Regulars
14113,0,0,Loyal Regulars
14114,1,2,Dormant
14116,0,0,Loyal Regulars
14117,1,2,Dormant
14121,0,0,Loyal Regulars
14124,0,0,Loyal Regulars
14125,0,0,Loyal Regulars
14126,0,0,Loyal Regulars
14127,0,0,Loyal Regulars
14128,0,0,Loyal Regulars
14129,0,0,Loyal Regulars
14130,1,2,Dormant
14132,0,0,Loyal Regulars
14133,0,2,Loyal Regulars
14135,3,0,VIP Champions
14138,0,0,Loyal Regulars
14139,0,0,Loyal Regulars
14140,0,0,Loyal Regulars
14141,0,0,Loyal Regulars
14142,1,2,Dormant
14143,0,0,Loyal Regulars
14145,0,0,Loyal Regulars
14146,0,0,Loyal Regulars
14147,0,0,Loyal Regulars
14148,1,2,Dormant
14149,1,2,Dormant
14150,0,0,Loyal Regulars
14152,0,0,Loyal Regulars
14154,1,2,Dormant
14155,1,2,Dormant
14156,4,1,VIP Champions
14157,0,0,Loyal Regulars
14158,0,0,Loyal Regulars
14159,0,0,Loyal Regulars
14161,1,2,Dormant
14162,1,2,Dormant
14163,0,0,Loyal Regulars
14164,0,0,Loyal Regulars
14165,1,2,Dormant
14167,0,0,Loyal Regulars
14171,0,0,Loyal Regulars
14173,0,0,Loyal Regulars
14174,0,0,Loyal Regulars
14175,0,0,Loyal Regulars
14176,1,2,Dormant
14177,0,0,Loyal Regulars
14178,0,0,Loyal Regulars
14179,0,0,Loyal Regulars
14180,3,3,VIP Champions
14184,0,0,Loyal Regulars
14185,1,2,Dormant
14188,0,0,Loyal Regulars
14189,3,0,VIP Champions
14191,0,0,Loyal Regulars
14193,0,0,Loyal Regulars
14194,3,3,VIP Champions
14195,1,2,Dormant
14196,0,0,Loyal Regulars
14198,0,0,Loyal Regulars
14199,1,2,Dormant
14201,0,0,Loyal Regulars
14204,0,0,Loyal Regulars
14205,0,0,Loyal Regulars
14206,1,2,Dormant
14208,0,0,Loyal Regulars
14209,0,0,Loyal Regulars
14210,0,0,Loyal Regulars
14211,0,0,Loyal Regulars
14212,0,0,Loyal Regulars
14214,0,0,Loyal Regulars
14215,0,0,Loyal Regulars
14216,0,0,Loyal Regulars
14217,3,3,VIP Champions
14218,0,0,Loyal Regulars
14219,0,0,Loyal Regulars
14220,1,2,Dormant
14221,0,0,Loyal Regulars
14222,1,2,Dormant
14223,0,0,Loyal Regulars
14224,0,0,Loyal Regulars
14226,0,0,Loyal Regulars
14227,0,0,Loyal Regulars
14229,0,0,Loyal Regulars
14231,1,2,Dormant
14232,0,0,Loyal Regulars
14233,0,0,Loyal Regulars
14234,0,0,Loyal Regulars
14235,0,0,Loyal Regulars
14236,0,0,Loyal Regulars
14237,1,2,Dormant
14238,1,2,Dormant
14239,0,0,Loyal Regulars
14240,0,0,Loyal Regulars
14241,1,2,Dormant
14242,1,2,Dormant
14243,0,0,Loyal Regulars
14245,1,2,Dormant
14246,0,0,Loyal Regulars
14247,1,2,Dormant
14248,1,2,Dormant
14250,0,0,Loyal Regulars
14251,0,0,Loyal Regulars
14256,1,2,Dormant
14257,0,0,Loyal Regulars
14258,0,0,Loyal Regulars
14259,0,2,Loyal Regulars
14261,0,0,Loyal Regulars
14262,0,0,Loyal Regulars
14264,1,2,Dormant
14265,0,0,Loyal Regulars
14267,1,2,Dormant
14270,1,2,Dormant
14271,1,2,Dormant
14272,0,0,Loyal Regulars
14273,0,0,Loyal Regulars
14276,0,0,Loyal Regulars
14277,0,0,Loyal Regulars
14280,1,2,Dormant
14282,3,0,VIP Champions
14284,0,0,Loyal Regulars
14285,0,0,Loyal Regulars
14286,0,0,Loyal Regulars
14287,0,0,Loyal Regulars
14288,1,2,Dormant
14289,0,0,Loyal Regulars
14290,0,0,Loyal Regulars
14291,0,0,Loyal Regulars
14292,0,0,Loyal Regulars
14293,0,0,Loyal Regulars
14295,0,0,Loyal Regulars
14297,0,0,Loyal Regulars
14298,3,3,VIP Champions
14299,0,0,Loyal Regulars
14300,0,0,Loyal Regulars
14301,0,0,Loyal Regulars
14304,1,2,Dormant
14305,0,0,Loyal Regulars
14306,0,0,Loyal Regulars
14307,0,0,Loyal Regulars
14309,0,0,Loyal Regulars
14311,1,2,Dormant
14312,0,0,Loyal Regulars
14314,0,0,Loyal Regulars
14315,0,0,Loyal Regulars
14317,0,0,Loyal Regulars
14320,1,2,Dormant
14321,0,0,Loyal Regulars
14323,0,0,Loyal Regulars
14326,1,2,Dormant
14327,1,2,Dormant
14329,0,0,Loyal Regulars
14331,0,0,Loyal Regulars
14332,0,0,Loyal Regulars
14333,0,0,Loyal Regulars
14334,0,0,Loyal Regulars
14335,0,0,Loyal Regulars
14336,0,0,Loyal Regulars
14338,1,2,Dormant
14339,1,2,Dormant
14340,1,2,Dormant
14341,0,0,Loyal Regulars
14342,0,0,Loyal Regulars
14344,0,0,Loyal Regulars
14345,0,0,Loyal Regulars
14346,0,0,Loyal Regulars
14348,1,2,Dormant
14349,0,0,Loyal Regulars
14350,1,2,Dormant
14351,1,2,Dormant
14352,1,2,Dormant
14353,1,2,Dormant
14354,0,0,Loyal Regulars
14355,1,2,Dormant
14356,0,0,Loyal Regulars
14357,0,0,Loyal Regulars
14359,0,0,Loyal Regulars
14360,0,0,Loyal Regulars
14362,0,0,Loyal Regulars
14364,0,0,Loyal Regulars
14367,3,0,VIP Champions
14368,1,2,Dormant
14371,1,2,Dormant
14373,1,2,Dormant
14375,1,2,Dormant
14377,1,2,Dormant
14379,0,0,Loyal Regulars
14381,0,0,Loyal Regulars
14382,0,0,Loyal Regulars
14383,0,0,Loyal Regulars
14385,0,0,Loyal Regulars
14386,1,2,Dormant
14387,0,0,Loyal Regulars
14388,0,0,Loyal Regulars
14389,0,0,Loyal Regulars
14390,0,0,Loyal Regulars
14393,1,2,Dormant
14395,0,0,Loyal Regulars
14396,0,0,Loyal Regulars
14397,3,3,VIP Champions
14400,1,2,Dormant
14401,0,0,Loyal Regulars
14403,0,0,Loyal Regulars
14404,0,0,Loyal Regulars
14406,0,0,Loyal Regulars
14407,0,0,Loyal Regulars
14408,0,0,Loyal Regulars
14409,0,0,Loyal Regulars
14410,0,0,Loyal Regulars
14411,1,2,Dormant
14412,0,0,Loyal Regulars
14413,1,2,Dormant
14414,0,0,Loyal Regulars
14415,3,0,VIP Champions
14416,0,0,Loyal Regulars
14418,0,0,Loyal Regulars
14419,0,0,Loyal Regulars
14420,0,0,Loyal Regulars
14421,0,0,Loyal Regulars
14422,0,0,Loyal Regulars
14423,1,2,Dormant
14424,0,0,Loyal Regulars
14426,0,0,Loyal Regulars
14427,0,0,Loyal Regulars
14428,0,0,Loyal Regulars
14431,1,2,Dormant
14432,0,0,Loyal Regulars
14434,0,0,Loyal Regulars
14436,0,0,Loyal Regulars
14437,1,2,Dormant
14438,1,2,Dormant
14439,1,2,Dormant
14440,0,0,Loyal Regulars
14441,0,0,Loyal Regulars
14442,1,2,Dormant
14443,0,0,Loyal Regulars
14446,0,0,Loyal Regulars
14447,0,0,Loyal Regulars
14448,0,0,Loyal Regulars
14449,0,0,Loyal Regulars
14450,1,2,Dormant
14451,0,0,Loyal Regulars
14452,0,0,Loyal Regulars
14453,1,2,Dormant
14456,0,0,Loyal Regulars
14457,1,2,Dormant
14459,1,2,Dormant
14460,0,0,Loyal Regulars
14461,1,2,Dormant
14462,0,0,Loyal Regulars
14463,0,0,Loyal Regulars
14465,1,2,Dormant
14466,0,0,Loyal Regulars
14467,0,0,Loyal Regulars
14470,0,0,Loyal Regulars
14472,0,0,Loyal Regulars
14473,0,0,Loyal Regulars
14474,0,0,Loyal Regulars
14475,0,0,Loyal Regulars
14476,1,2,Dormant
14477,0,0,Loyal Regulars
14479,1,2,Dormant
14480,0,0,Loyal Regulars
14481,1,2,Dormant
14482,0,0,Loyal Regulars
14483,1,2,Dormant
14484,0,0,Loyal Regulars
14485,0,0,Loyal Regulars
14487,0,0,Loyal Regulars
14488,0,0,Loyal Regulars
14489,1,2,Dormant
14491,1,2,Dormant
14493,0,0,Loyal Regulars
14494,0,0,Loyal Regulars
14495,0,0,Loyal Regulars
14496,1,2,Dormant
14497,1,2,Dormant
14498,0,0,Loyal Regulars
14499,0,0,Loyal Regulars
14500,0,0,Loyal Regulars
14501,1,2,Dormant
14502,0,0,Loyal Regulars
14503,0,0,Loyal Regulars
14504,0,0,Loyal Regulars
14505,0,0,Loyal Regulars
14506,0,0,Loyal Regulars
14507,0,0,Loyal Regulars
14508,0,0,Loyal Regulars
14511,0,0,Loyal Regulars
14512,1,2,Dormant
14513,0,0,Loyal Regulars
14514,0,0,Loyal Regulars
14515,0,0,Loyal Regulars
14517,0,0,Loyal Regulars
14518,0,0,Loyal Regulars
14520,0,0,Loyal Regulars
14522,0,0,Loyal Regulars
14523,0,0,Loyal Regulars
14524,0,0,Loyal Regulars
14525,0,0,Loyal Regulars
14527,3,3,VIP Champions
14528,0,0,Loyal Regulars
14529,0,0,Loyal Regulars
14530,0,0,Loyal Regulars
14532,1,2,Dormant
14533,0,0,Loyal Regulars
14534,3,3,VIP Champions
14535,0,0,Loyal Regulars
14536,1,2,Dormant
14537,0,0,Loyal Regulars
14538,0,0,Loyal Regulars
14539,0,0,Loyal Regulars
14540,0,0,Loyal Regulars
14541,0,0,Loyal Regulars
14542,1,2,Dormant
14543,3,0,VIP Champions
14544,0,0,Loyal Regulars
14546,0,0,Loyal Regulars
14547,0,0,Loyal Regulars
14548,1,2,Dormant
14549,1,2,Dormant
14550,0,0,Loyal Regulars
14551,0,0,Loyal Regulars
14552,1,2,Dormant
14553,0,0,Loyal Regulars
14554,0,0,Loyal Regulars
14555,0,0,Loyal Regulars
14557,0,0,Loyal Regulars
14560,3,3,VIP Champions
14561,0,0,Loyal Regulars
14562,3,3,VIP Champions
14565,0,0,Loyal Regulars
14566,0,0,Loyal Regulars
14567,0,0,Loyal Regulars
14569,0,0,Loyal Regulars
14570,1,2,Dormant
14572,0,0,Loyal Regulars
14573,1,2,Dormant
14576,1,2,Dormant
14577,0,0,Loyal Regulars
14578,0,0,Loyal Regulars
14581,0,0,Loyal Regulars
14582,0,0,Loyal Regulars
14583,0,0,Loyal Regulars
14584,1,2,Dormant
14585,0,0,Loyal Regulars
14586,1,2,Dormant
14587,0,0,Loyal Regulars
14589,1,2,Dormant
14591,0,0,Loyal Regulars
14592,0,0,Loyal Regulars
14593,0,0,Loyal Regulars
14594,0,0,Loyal Regulars
14595,0,0,Loyal Regulars
14597,0,0,Loyal Regulars
14598,0,0,Loyal Regulars
14600,1,2,Dormant
14601,0,0,Loyal Regulars
14603,1,2,Dormant
14606,2,4,VIP Champions
14607,3,0,VIP Champions
14608,0,0,Loyal Regulars
14609,0,0,Loyal Regulars
14616,1,2,Dormant
14618,0,0,Loyal Regulars
14619,1,2,Dormant
14620,1,2,Dormant
14621,0,0,Loyal Regulars
14622,1,2,Dormant
14623,0,0,Loyal Regulars
14624,0,0,Loyal Regulars
14625,1,2,Dormant
14626,0,0,Loyal Regulars
14628,0,0,Loyal Regulars
14629,0,0,Loyal Regulars
14631,0,0,Loyal Regulars
14632,1,2,Dormant
14633,1,2,Dormant
14636,0,0,Loyal Regulars
14638,0,0,Loyal Regulars
14639,0,0,Loyal Regulars
14640,0,0,Loyal Regulars
14641,0,0,Loyal Regulars
14642,0,0,Loyal Regulars
14643,1,2,Dormant
14644,0,0,Loyal Regulars
14645,1,2,Dormant
14646,4,1,VIP Champions
14647,1,2,Dormant
14649,0,0,Loyal Regulars
14651,0,0,Loyal Regulars
14652,0,0,Loyal Regulars
14653,0,0,Loyal Regulars
14655,0,0,Loyal Regulars
14656,1,2,Dormant
14657,0,0,Loyal Regulars
14658,0,0,Loyal Regulars
14659,0,0,Loyal Regulars
14660,0,0,Loyal Regulars
14661,0,0,Loyal Regulars
14662,0,0,Loyal Regulars
14664,0,0,Loyal Regulars
14665,0,0,Loyal Regulars
14666,0,0,Loyal Regulars
14667,3,3,VIP Champions
14669,1,2,Dormant
14670,1,2,Dormant
14672,1,2,Dormant
14673,0,0,Loyal Regulars
14675,0,0,Loyal Regulars
14676,0,0,Loyal Regulars
14680,3,3,VIP Champions
14681,0,0,Loyal Regulars
14682,1,2,Dormant
14684,0,0,Loyal Regulars
14687,0,0,Loyal Regulars
14688,3,3,VIP Champions
14689,1,2,Dormant
14690,0,0,Loyal Regulars
14691,0,0,Loyal Regulars
14692,0,2,Loyal Regulars
14693,1,2,Dormant
14696,0,0,Loyal Regulars
14697,1,2,Dormant
14698,0,0,Loyal Regulars
14699,1,2,Dormant
14700,0,0,Loyal Regulars
14701,0,0,Loyal Regulars
14702,3,3,VIP Champions
14703,0,0,Loyal Regulars
14704,0,0,Loyal Regulars
14705,1,2,Dormant
14708,0,0,Loyal Regulars
14709,0,0,Loyal Regulars
14710,0,0,Loyal Regulars
14711,0,0,Loyal Regulars
14712,0,0,Loyal Regulars
14713,0,0,Loyal Regulars
14714,0,0,Loyal Regulars
14715,0,0,Loyal Regulars
14716,0,0,Loyal Regulars
14719,0,0,Loyal Regulars
14720,0,0,Loyal Regulars
14722,1,2,Dormant
14723,0,0,Loyal Regulars
14725,0,0,Loyal Regulars
14727,1,2,Dormant
14729,1,2,Dormant
14730,0,0,Loyal Regulars
14731,0,0,Loyal Regulars
14732,0,0,Loyal Regulars
14733,3,0,VIP Champions
14735,3,3,VIP Champions
14737,0,0,Loyal Regulars
14738,0,0,Loyal Regulars
14739,0,0,Loyal Regulars
14740,1,2,Dormant
14741,0,0,Loyal Regulars
14744,0,0,Loyal Regulars
14745,0,0,Loyal Regulars
14747,1,2,Dormant
14748,0,0,Loyal Regulars
14752,0,0,Loyal Regulars
14753,0,0,Loyal Regulars
14754,0,0,Loyal Regulars
14755,0,0,Loyal Regulars
14756,0,0,Loyal Regulars
14757,0,0,Loyal Regulars
14758,0,2,Loyal Regulars
14759,0,0,Loyal Regulars
14760,1,2,Dormant
14761,0,0,Loyal Regulars
14762,1,2,Dormant
14764,0,0,Loyal Regulars
14765,0,0,Loyal Regulars
14766,0,0,Loyal Regulars
14768,0,0,Loyal Regulars
14769,0,0,Loyal Regulars
14770,1,2,Dormant
14772,0,0,Loyal Regulars
14775,0,0,Loyal Regulars
14776,0,0,Loyal Regulars
14778,0,0,Loyal Regulars
14779,1,2,Dormant
14780,0,0,Loyal Regulars
14782,1,2,Dormant
14784,0,0,Loyal Regulars
14785,0,0,Loyal Regulars
14788,0,0,Loyal Regulars
14789,0,0,Loyal Regulars
14790,0,0,Loyal Regulars
14792,0,0,Loyal Regulars
14793,0,0,Loyal Regulars
14794,0,0,Loyal Regulars
14795,1,2,Dormant
14796,3,3,VIP Champions
14798,0,0,Loyal Regulars
14799,0,0,Loyal Regulars
14800,0,0,Loyal Regulars
14801,0,0,Loyal Regulars
14803,1,2,Dormant
14804,0,0,Loyal Regulars
14805,0,0,Loyal Regulars
14806,0,0,Loyal Regulars
14808,0,0,Loyal Regulars
14810,0,0,Loyal Regulars
14813,1,2,Dormant
14815,0,0,Loyal Regulars
14816,1,2,Dormant
14817,1,2,Dormant
14818,0,0,Loyal Regulars
14819,0,0,Loyal Regulars
14820,0,0,Loyal Regulars
14821,1,2,Dormant
14823,1,2,Dormant
14824,0,0,Loyal Regulars
14825,0,0,Loyal Regulars
14828,1,2,Dormant
14829,0,0,Loyal Regulars
14830,0,0,Loyal Regulars
14834,0,0,Loyal Regulars
14836,0,0,Loyal Regulars
14837,0,0,Loyal Regulars
14840,1,2,Dormant
14841,0,0,Loyal Regulars
14842,0,0,Loyal Regulars
14844,0,0,Loyal Regulars
14847,1,2,Dormant
14849,3,3,VIP Champions
14850,1,2,Dormant
14851,0,0,Loyal Regulars
14852,0,0,Loyal Regulars
14853,0,0,Loyal Regulars
14854,0,0,Loyal Regulars
14855,0,0,Loyal Regulars
14856,0,0,Loyal Regulars
14857,0,0,Loyal Regulars
14859,0,0,Loyal Regulars
14860,0,0,Loyal Regulars
14861,0,0,Loyal Regulars
14862,0,0,Loyal Regulars
14863,0,0,Loyal Regulars
14865,0,0,Loyal Regulars
14866,3,0,VIP Champions
14867,1,2,Dormant
14868,0,0,Loyal Regulars
14869,0,0,Loyal Regulars
14870,1,2,Dormant
14871,0,0,Loyal Regulars
14873,1,2,Dormant
14875,0,0,Loyal Regulars
14878,0,0,Loyal Regulars
14880,0,0,Loyal Regulars
14881,0,0,Loyal Regulars
14882,0,0,Loyal Regulars
14883,0,0,Loyal Regulars
14885,0,0,Loyal Regulars
14886,1,2,Dormant
14887,0,0,Loyal Regulars
14888,1,2,Dormant
14889,1,2,Dormant
14890,1,2,Dormant
14891,1,2,Dormant
14893,0,0,Loyal Regulars
14894,0,0,Loyal Regulars
14895,3,3,VIP Champions
