CustomerID,Orders,FirstPurchase,LastPurchase,TotalItems,TotalRevenue,Country
13356,1,2011-09-20 14:33:00,2011-09-20 14:33:00,325,768.24,United Kingdom
13357,1,2011-03-27 13:56:00,2011-03-27 13:56:00,321,609.4,United Kingdom
13358,1,2011-03-16 11:52:00,2011-03-16 11:52:00,285,439.03,United Kingdom
13359,1,2011-10-07 09:30:00,2011-10-07 09:30:00,161,439.56,United Kingdom
13362,4,2011-02-25 11:33:00,2011-11-30 14:41:00,1382,3090.7400000000002,United Kingdom
13363,2,2011-10-27 10:46:00,2011-11-22 12:40:00,710,992.5,United Kingdom
13364,1,2011-09-29 18:13:00,2011-09-29 18:13:00,71,134.95999999999998,United Kingdom
13365,2,2011-05-06 12:00:00,2011-11-06 12:36:00,1247,2225.37,United Kingdom
13366,1,2011-10-20 13:37:00,2011-10-20 13:37:00,144,56.160000000000004,United Kingdom
13368,2,2011-01-06 12:32:00,2011-03-28 09:59:00,327,623.4,United Kingdom
13369,1,2010-12-09 11:30:00,2010-12-09 11:30:00,149,308.28000000000003,United Kingdom
13370,1,2010-12-03 10:26:00,2010-12-03 10:26:00,343,754.87,United Kingdom
13372,1,2011-09-11 12:46:00,2011-09-11 12:46:00,159,378.64,United Kingdom
13373,3,2011-03-08 14:35:00,2011-10-10 10:51:00,1651,3312.25,United Kingdom
13375,1,2011-09-12 10:19:00,2011-09-12 10:19:00,442,778.65,United Kingdom
13376,3,2011-04-19 13:03:00,2011-09-01 16:16:00,493,1019.76,United Kingdom
13379,3,2011-07-26 12:26:00,2011-11-13 13:45:00,601,572.56,United Kingdom
13381,6,2011-02-14 10:10:00,2011-11-08 11:58:00,2029,3639.31,United Kingdom
13382,1,2011-03-04 10:03:00,2011-03-04 10:03:00,131,222.99,United Kingdom
13384,7,2011-06-14 12:47:00,2011-11-09 11:04:00,2422,4151.93,United Kingdom
13385,1,2011-01-14 09:52:00,2011-01-14 09:52:00,281,534.57,United Kingdom
13388,2,2011-07-31 12:52:00,2011-07-31 12:52:00,282,677.1,United Kingdom
13389,3,2011-04-21 12:12:00,2011-11-28 14:01:00,429,797.96,United Kingdom
13390,1,2011-09-26 08:38:00,2011-09-26 08:38:00,224,544.08,United Kingdom
13391,1,2011-05-20 10:50:00,2011-05-20 10:50:00,4,59.8,United Kingdom
13394,8,2011-02-03 10:39:00,2011-12-08 11:36:00,2392,2520.02,United Kingdom
13395,1,2011-06-07 15:04:00,2011-06-07 15:04:00,336,307.72,United Kingdom
13396,2,2011-01-24 13:37:00,2011-11-10 16:59:00,600,1360.99,United Kingdom
13397,5,2011-01-04 13:50:00,2011-09-28 10:56:00,430,1544.13,United Kingdom
13398,1,2011-05-31 13:17:00,2011-05-31 13:17:00,281,457.34,United Kingdom
13402,2,2010-12-02 17:12:00,2011-08-04 15:51:00,479,621.23,United Kingdom
13403,1,2011-11-22 08:28:00,2011-11-22 08:28:00,44,75.0,United Kingdom
13404,2,2011-05-11 11:57:00,2011-12-08 15:37:00,111,252.49,United Kingdom
13405,3,2011-01-26 09:27:00,2011-09-26 17:01:00,165,572.451,United Kingdom
13408,62,2010-12-01 10:39:00,2011-12-08 09:05:00,16232,28117.04,United Kingdom
13410,5,2011-02-21 14:38:00,2011-11-15 15:33:00,518,1003.06,United Kingdom
13411,1,2011-08-24 13:57:00,2011-08-24 13:57:00,72,213.55,United Kingdom
13414,3,2011-02-16 12:13:00,2011-07-29 11:45:00,1574,1390.5,United Kingdom
13416,2,2011-09-19 14:43:00,2011-10-27 08:56:00,142,712.5,United Kingdom
13417,2,2011-05-18 16:26:00,2011-12-05 08:49:00,162,640.83,United Kingdom
13418,18,2010-12-02 10:45:00,2011-11-28 10:23:00,3918,6127.43,United Kingdom
13419,1,2011-10-07 12:49:00,2011-10-07 12:49:00,275,221.06,United Kingdom
13420,2,2011-06-22 11:35:00,2011-07-13 08:48:00,101,159.85,United Kingdom
13421,2,2011-02-22 15:46:00,2011-10-30 14:21:00,1128,1833.71,United Kingdom
13422,1,2011-10-06 13:42:00,2011-10-06 13:42:00,1326,2626.3,United Kingdom
13425,3,2011-02-18 08:34:00,2011-08-23 17:13:00,1123,1624.21,United Kingdom
13426,10,2010-12-15 12:43:00,2011-12-09 08:59:00,2245,3641.32,United Kingdom
13427,3,2011-05-08 15:58:00,2011-11-20 13:02:00,545,582.6,United Kingdom
13428,1,2011-11-29 14:20:00,2011-11-29 14:20:00,151,201.78,United Kingdom
13429,4,2011-09-25 15:59:00,2011-11-29 09:10:00,1390,1006.8,United Kingdom
13430,2,2011-09-14 14:26:00,2011-11-21 08:19:00,751,679.45,United Kingdom
13431,2,2011-09-12 11:25:00,2011-10-03 13:49:00,672,1269.1,United Kingdom
13434,2,2011-09-04 10:35:00,2011-09-26 14:30:00,300,534.24,United Kingdom
13435,7,2011-06-03 17:07:00,2011-12-04 14:45:00,2129,3809.8900000000003,United Kingdom
13436,1,2011-12-08 10:33:00,2011-12-08 10:33:00,76,196.89,United Kingdom
13437,7,2011-06-02 14:30:00,2011-11-25 14:00:00,1283,3408.06,United Kingdom
13439,1,2011-03-29 14:20:00,2011-03-29 14:20:00,242,283.71,United Kingdom
13441,1,2011-09-09 09:38:00,2011-09-09 09:38:00,204,296.64,United Kingdom
13447,3,2011-11-04 10:10:00,2011-11-16 13:38:00,584,1129.14,United Kingdom
13448,6,2010-12-01 10:52:00,2011-11-23 12:33:00,1648,3534.69,United Kingdom
13449,1,2011-11-16 08:28:00,2011-11-16 08:28:00,222,291.88,United Kingdom
13450,6,2011-05-05 19:48:00,2011-11-13 11:54:00,1982,2043.7199999999998,United Kingdom
13451,5,2011-01-09 15:35:00,2011-11-13 15:58:00,2128,2898.2599999999998,United Kingdom
13452,2,2011-03-14 11:38:00,2011-03-25 14:19:00,2,590.0,United Kingdom
13453,2,2011-02-23 09:44:00,2011-06-27 09:34:00,134,356.97999999999996,United Kingdom
13455,2,2010-12-08 13:11:00,2011-11-15 11:21:00,354,1058.34,United Kingdom
13456,6,2011-05-16 15:34:00,2011-11-22 09:18:00,765,1766.72,United Kingdom
13458,14,2010-12-15 12:05:00,2011-12-02 15:29:00,5508,9646.57,United Kingdom
13460,2,2011-10-21 09:50:00,2011-11-10 17:17:00,286,183.44,United Kingdom
13461,3,2011-06-29 10:23:00,2011-11-01 09:01:00,1170,1445.0,United Kingdom
13462,1,2011-04-01 11:20:00,2011-04-01 11:20:00,62,151.5,United Kingdom
13464,1,2011-10-12 15:01:00,2011-10-12 15:01:00,403,674.68,United Kingdom
13466,1,2011-06-08 16:39:00,2011-06-08 16:39:00,259,307.9,United Kingdom
13467,2,2011-11-03 16:56:00,2011-11-29 10:01:00,580,1071.91,United Kingdom
13468,37,2010-12-01 15:08:00,2011-12-08 10:39:00,2589,5704.97,United Kingdom
13470,2,2011-08-16 17:06:00,2011-09-01 14:57:00,100,165.0,United Kingdom
13471,4,2011-10-23 13:10:00,2011-12-08 15:44:00,1583,2501.84,United Kingdom
13473,2,2011-01-11 08:45:00,2011-10-10 11:20:00,266,422.64,United Kingdom
13474,1,2011-04-17 13:53:00,2011-04-17 13:53:00,129,226.84,United Kingdom
13475,4,2011-02-14 12:36:00,2011-06-01 13:52:00,1012,1431.78,United Kingdom
13476,2,2011-03-03 14:43:00,2011-06-14 12:00:00,417,1238.47,United Kingdom
13477,6,2011-02-21 12:29:00,2011-11-02 12:04:00,1021,1454.58,United Kingdom
13479,2,2011-04-19 11:27:00,2011-05-23 10:45:00,134,300.95,United Kingdom
13481,5,2011-03-28 09:07:00,2011-10-25 09:07:00,1142,1804.56,United Kingdom
13482,1,2011-04-21 17:03:00,2011-04-21 17:03:00,116,184.64,United Kingdom
13483,1,2011-10-05 11:53:00,2011-10-05 11:53:00,160,140.34,United Kingdom
13484,1,2011-04-12 16:30:00,2011-04-12 16:30:00,44,313.8,United Kingdom
13485,1,2011-04-20 13:58:00,2011-04-20 13:58:00,277,454.24,United Kingdom
13486,3,2011-07-07 17:19:00,2011-09-22 13:13:00,669,1122.41,United Kingdom
13487,3,2010-12-21 14:54:00,2011-10-13 12:07:00,265,575.4,United Kingdom
13488,13,2010-12-07 13:01:00,2011-11-22 14:41:00,4518,8968.31,United Kingdom
13489,4,2011-02-18 10:42:00,2011-08-26 13:16:00,560,449.52,United Kingdom
13491,10,2010-12-02 14:30:00,2011-10-19 08:32:00,903,1215.82,United Kingdom
13492,3,2011-05-09 10:06:00,2011-07-26 14:25:00,408,1269.84,Switzerland
13493,2,2011-02-25 16:42:00,2011-03-09 15:35:00,380,618.63,Switzerland
13494,1,2011-02-01 11:58:00,2011-02-01 11:58:00,162,316.26000000000005,United Kingdom
13495,5,2010-12-06 15:14:00,2011-12-02 11:21:00,829,2044.8700000000001,United Kingdom
13496,2,2010-12-15 10:17:00,2011-11-29 10:58:00,341,653.33,United Kingdom
13497,2,2010-12-06 11:37:00,2011-03-02 09:04:00,163,348.05,United Kingdom
13499,5,2011-03-15 08:52:00,2011-11-22 11:21:00,1365,1159.11,United Kingdom
13500,3,2011-08-09 12:20:00,2011-11-16 15:35:00,609,1166.77,United Kingdom
13501,1,2011-02-24 18:59:00,2011-02-24 18:59:00,560,1340.32,Switzerland
13502,3,2011-01-20 09:03:00,2011-11-23 10:39:00,264,292.0,United Kingdom
13503,1,2011-09-29 13:23:00,2011-09-29 13:23:00,248,216.85,United Kingdom
13504,1,2011-10-06 13:20:00,2011-10-06 13:20:00,178,295.93,United Kingdom
13505,4,2011-04-21 12:07:00,2011-09-28 11:56:00,2486,4393.63,Switzerland
13506,2,2010-12-05 12:15:00,2011-01-27 13:53:00,324,458.52,United Kingdom
13507,4,2011-07-17 11:50:00,2011-12-06 13:13:00,1597,2479.16,United Kingdom
13508,1,2011-04-10 11:58:00,2011-04-10 11:58:00,24,110.97,United Kingdom
13509,7,2011-02-28 13:27:00,2011-12-01 10:10:00,1106,979.72,United Kingdom
13510,4,2011-06-09 09:32:00,2011-12-08 13:46:00,1386,1791.56,United Kingdom
13512,1,2011-03-24 10:03:00,2011-03-24 10:03:00,143,251.21,United Kingdom
13513,1,2011-08-05 11:50:00,2011-08-05 11:50:00,109,205.1,United Kingdom
13514,1,2011-09-27 09:39:00,2011-09-27 09:39:00,40,152.20000000000002,United Kingdom
13515,4,2011-04-06 10:33:00,2011-09-28 11:26:00,681,891.12,United Kingdom
13516,3,2011-04-15 11:06:00,2011-11-18 13:15:00,985,1389.41,United Kingdom
13517,3,2011-06-13 08:44:00,2011-10-11 11:43:00,1369,2128.42,United Kingdom
13518,1,2011-09-15 10:29:00,2011-09-15 10:29:00,382,627.16,United Kingdom
13519,1,2011-09-22 18:24:00,2011-09-22 18:24:00,23,122.75,United Kingdom
13520,6,2010-12-03 10:36:00,2011-10-12 10:20:00,1649,3624.35,Switzerland
13521,3,2011-11-29 15:09:00,2011-12-08 13:50:00,718,1071.73,United Kingdom
13522,1,2011-11-09 15:11:00,2011-11-09 15:11:00,44,125.80000000000001,United Kingdom
13523,5,2010-12-08 14:22:00,2011-11-06 15:11:00,1752,3964.88,United Kingdom
13524,5,2011-05-04 12:26:00,2011-10-30 12:34:00,324,680.1800000000001,United Kingdom
13525,2,2011-04-05 15:36:00,2011-11-25 12:01:00,394,628.78,United Kingdom
13527,7,2011-01-17 11:17:00,2011-11-06 12:04:00,1683,2242.36,United Kingdom
13529,2,2011-05-19 11:50:00,2011-09-22 09:15:00,74,307.76,United Kingdom
13531,2,2010-12-08 15:03:00,2011-05-18 16:56:00,174,483.8,United Kingdom
13532,1,2011-11-06 12:25:00,2011-11-06 12:25:00,129,210.31,United Kingdom
13533,3,2011-03-17 12:47:00,2011-06-10 11:54:00,202,269.09,United Kingdom
13534,25,2010-12-16 15:23:00,2011-12-07 14:52:00,2961,5870.08,United Kingdom
13536,7,2011-09-25 13:30:00,2011-12-08 16:38:00,2126,3444.39,United Kingdom
13538,7,2011-01-28 10:40:00,2011-10-27 16:34:00,175,1280.85,United Kingdom
13539,3,2011-02-03 15:23:00,2011-09-15 10:18:00,320,631.34,United Kingdom
13544,2,2011-04-13 12:09:00,2011-10-31 11:57:00,112,276.06,United Kingdom
13546,3,2011-05-23 12:14:00,2011-11-27 14:50:00,357,621.09,United Kingdom
13548,2,2011-04-10 11:35:00,2011-09-04 14:50:00,436,678.16,United Kingdom
13549,7,2011-04-11 13:42:00,2011-11-14 09:20:00,458,918.2,United Kingdom
13551,1,2011-01-24 14:46:00,2011-01-24 14:46:00,12,91.80000000000001,United Kingdom
13552,12,2011-01-28 10:10:00,2011-10-04 15:19:00,1417,3740.07,United Kingdom
13555,4,2011-05-22 11:06:00,2011-09-27 12:36:00,2636,4098.88,United Kingdom
13557,2,2011-03-04 12:14:00,2011-11-11 15:24:00,546,584.06,United Kingdom
13558,4,2011-10-02 13:01:00,2011-12-04 11:24:00,338,594.52,United Kingdom
13560,1,2011-12-02 13:11:00,2011-12-02 13:11:00,63,171.42000000000002,United Kingdom
13561,1,2011-05-08 12:39:00,2011-05-08 12:39:00,83,141.85999999999999,United Kingdom
13562,3,2011-04-08 12:42:00,2011-09-19 10:51:00,757,1799.33,United Kingdom
13563,2,2011-07-22 17:21:00,2011-09-16 14:45:00,209,777.53,United Kingdom
13564,3,2010-12-06 17:26:00,2011-07-18 14:33:00,636,1724.67,United Kingdom
13565,2,2011-01-09 14:28:00,2011-11-20 14:33:00,172,240.22,United Kingdom
13566,2,2011-09-18 12:40:00,2011-10-30 11:59:00,567,856.84,United Kingdom
13568,1,2011-06-19 14:42:00,2011-06-19 14:42:00,66,187.05,United Kingdom
13569,2,2010-12-07 12:29:00,2011-11-22 13:07:00,156,338.62,United Kingdom
13570,1,2011-04-10 13:36:00,2011-04-10 13:36:00,161,239.49,United Kingdom
13571,12,2011-03-31 12:43:00,2011-11-27 10:47:00,1757,2088.94,United Kingdom
13572,1,2011-05-18 11:59:00,2011-05-18 11:59:00,534,1384.25,United Kingdom
13573,2,2011-03-31 14:47:00,2011-10-20 14:33:00,302,290.25,United Kingdom
13575,5,2011-06-16 14:24:00,2011-11-16 13:14:00,449,732.0699999999999,United Kingdom
13576,18,2010-12-01 17:24:00,2011-11-29 15:34:00,2646,6717.34,United Kingdom
13577,4,2011-04-12 10:33:00,2011-11-14 15:19:00,791,1687.6000000000001,United Kingdom
13579,2,2010-12-05 16:10:00,2011-11-25 08:41:00,176,467.04,United Kingdom
13581,1,2011-02-03 14:41:00,2011-02-03 14:41:00,30,118.0,United Kingdom
13583,1,2011-07-07 10:40:00,2011-07-07 10:40:00,725,781.03,United Kingdom
13584,1,2011-02-06 12:49:00,2011-02-06 12:49:00,37,142.4,United Kingdom
13587,1,2011-10-07 12:31:00,2011-10-07 12:31:00,180,712.4,United Kingdom
13588,9,2011-03-29 15:53:00,2011-11-24 10:42:00,2606,2478.95,United Kingdom
13589,2,2011-06-13 12:44:00,2011-11-25 12:10:00,114,379.65,United Kingdom
13590,6,2011-02-09 13:25:00,2011-11-28 12:54:00,1848,1981.92,United Kingdom
13591,3,2011-03-18 12:18:00,2011-10-06 12:26:00,485,1117.13,United Kingdom
13592,4,2011-03-20 14:01:00,2011-11-04 09:49:00,84,247.95999999999998,United Kingdom
13593,5,2011-01-07 16:32:00,2011-08-23 13:35:00,719,2011.88,United Kingdom
13594,1,2011-10-18 10:19:00,2011-10-18 10:19:00,359,396.97,United Kingdom
13596,2,2011-11-27 11:57:00,2011-12-04 12:01:00,384,664.11,United Kingdom
13598,1,2011-10-23 14:28:00,2011-10-23 14:28:00,52,160.04,United Kingdom
13599,21,2010-12-08 10:11:00,2011-12-08 16:10:00,3293,5149.92,United Kingdom
13600,1,2011-01-31 15:27:00,2011-01-31 15:27:00,324,219.52,United Kingdom
13601,2,2011-05-12 16:52:00,2011-10-25 17:31:00,548,693.32,United Kingdom
13602,1,2011-10-06 11:47:00,2011-10-06 11:47:00,267,428.89,United Kingdom
13603,1,2011-11-13 15:57:00,2011-11-13 15:57:00,164,164.34,United Kingdom
13606,3,2011-02-01 11:42:00,2011-11-10 17:46:00,276,276.75,United Kingdom
13607,1,2011-10-30 16:17:00,2011-10-30 16:17:00,288,675.51,United Kingdom
13610,7,2011-02-27 14:44:00,2011-11-27 15:38:00,488,1082.33,United Kingdom
13611,3,2010-12-15 10:31:00,2011-09-11 14:51:00,754,1154.4,United Kingdom
13614,4,2011-01-13 12:37:00,2011-11-15 14:47:00,564,1585.46,United Kingdom
13615,1,2011-01-25 08:21:00,2011-01-25 08:21:00,189,417.69,United Kingdom
13617,3,2011-06-12 12:55:00,2011-10-30 13:50:00,300,544.18,United Kingdom
13618,1,2011-06-19 11:09:00,2011-06-19 11:09:00,246,177.34,United Kingdom
13621,1,2011-08-15 08:26:00,2011-08-15 08:26:00,343,213.85,United Kingdom
13623,5,2011-02-15 13:08:00,2011-11-09 12:00:00,286,727.74,United Kingdom
13626,1,2011-04-01 10:05:00,2011-04-01 10:05:00,209,257.23,United Kingdom
13627,5,2010-12-17 09:52:00,2011-10-11 14:20:00,1269,1638.47,United Kingdom
13629,11,2011-01-05 12:09:00,2011-11-16 13:21:00,4372,7792.36,United Kingdom
13630,7,2011-02-27 12:49:00,2011-12-04 15:16:00,1391,2031.78,United Kingdom
13631,11,2011-03-17 17:13:00,2011-09-01 09:57:00,467,3070.42,United Kingdom
13632,5,2011-04-10 15:07:00,2011-11-15 10:51:00,1031,2118.93,United Kingdom
13634,5,2011-01-16 15:30:00,2011-11-06 13:40:00,700,1547.3600000000001,United Kingdom
13635,1,2011-10-03 10:55:00,2011-10-03 10:55:00,677,1071.03,United Kingdom
13636,5,2011-02-27 14:29:00,2011-11-03 10:30:00,592,949.12,United Kingdom
13637,3,2011-04-27 13:06:00,2011-10-18 13:32:00,405,804.3,United Kingdom
13638,1,2011-11-24 10:38:00,2011-11-24 10:38:00,93,122.64,United Kingdom
13639,1,2011-09-26 13:36:00,2011-09-26 13:36:00,800,1033.34,United Kingdom
13642,1,2011-05-08 12:34:00,2011-05-08 12:34:00,151,312.28,United Kingdom
13643,3,2011-06-07 11:40:00,2011-11-08 15:37:00,273,519.44,United Kingdom
13644,4,2011-08-26 11:53:00,2011-11-23 14:07:00,2067,2624.26,United Kingdom
13645,1,2011-08-11 16:11:00,2011-08-11 16:11:00,158,252.1,United Kingdom
13647,4,2011-04-19 09:49:00,2011-11-30 12:00:00,887,1648.1200000000001,United Kingdom
13649,2,2010-12-08 14:46:00,2011-03-28 11:51:00,139,346.6,United Kingdom
13650,6,2011-03-17 12:37:00,2011-11-23 12:22:00,922,1836.34,United Kingdom
13651,2,2011-10-31 12:11:00,2011-11-04 14:59:00,33,94.2,United Kingdom
13652,3,2010-12-06 09:21:00,2011-10-25 08:51:00,578,1095.08,United Kingdom
13654,6,2011-03-11 12:54:00,2011-10-27 16:24:00,2182,2707.33,United Kingdom
13655,2,2011-04-12 09:53:00,2011-08-17 14:25:00,605,932.97,United Kingdom
13656,2,2011-01-06 15:42:00,2011-06-28 10:31:00,490,379.65,United Kingdom
13657,2,2011-05-22 12:35:00,2011-11-29 12:32:00,209,382.14,United Kingdom
13658,5,2011-05-19 17:15:00,2011-11-30 10:13:00,1019,2639.17,United Kingdom
13659,2,2011-01-23 12:08:00,2011-05-18 12:37:00,882,1563.0,United Kingdom
13662,3,2011-03-25 13:23:00,2011-09-15 12:04:00,533,881.26,United Kingdom
13663,1,2011-06-13 15:44:00,2011-06-13 15:44:00,91,189.47,United Kingdom
13666,3,2011-02-25 13:05:00,2011-10-10 15:39:00,41,84.65,United Kingdom
13667,1,2011-07-13 15:42:00,2011-07-13 15:42:00,149,299.05,United Kingdom
13668,21,2010-12-12 12:35:00,2011-12-07 12:11:00,3722,6309.83,United Kingdom
13669,2,2011-07-13 11:44:00,2011-10-20 09:32:00,237,218.55,United Kingdom
13670,1,2011-09-25 15:25:00,2011-09-25 15:25:00,282,349.7,United Kingdom
13672,2,2011-01-11 13:54:00,2011-02-11 13:53:00,57,186.39000000000001,United Kingdom
13673,2,2011-11-07 15:40:00,2011-11-21 12:11:00,114,387.44,United Kingdom
13675,2,2011-02-28 12:14:00,2011-07-11 12:57:00,330,486.82000000000005,United Kingdom
13678,1,2011-07-11 10:14:00,2011-07-11 10:14:00,924,232.6,United Kingdom
13680,4,2011-01-04 14:12:00,2011-12-08 13:47:00,1934,3719.12,United Kingdom
13681,4,2011-07-07 15:21:00,2011-11-22 11:13:00,360,827.83,United Kingdom
13682,1,2011-06-05 14:06:00,2011-06-05 14:06:00,10,59.5,United Kingdom
13684,1,2011-02-27 10:13:00,2011-02-27 10:13:00,38,65.13,United Kingdom
13685,7,2011-10-10 12:59:00,2011-12-07 11:41:00,5056,3119.44,United Kingdom
13686,1,2011-06-10 09:10:00,2011-06-10 09:10:00,70,72.0,United Kingdom
13689,1,2011-10-07 13:21:00,2011-10-07 13:21:00,512,910.0,United Kingdom
13690,1,2011-10-11 15:03:00,2011-10-11 15:03:00,67,172.25,United Kingdom
13692,3,2011-04-17 12:57:00,2011-11-15 11:17:00,1226,1488.32,United Kingdom
13694,50,2010-12-01 12:12:00,2011-12-06 09:32:00,63312,65039.62,United Kingdom
13695,15,2011-03-25 11:31:00,2011-11-08 14:26:00,1603,2504.13,United Kingdom
13697,1,2011-11-01 09:14:00,2011-11-01 09:14:00,177,151.29999999999998,United Kingdom
13699,1,2011-07-07 16:51:00,2011-07-07 16:51:00,66,308.58000000000004,United Kingdom
13700,10,2011-01-16 13:18:00,2011-11-13 13:00:00,2281,2248.63,United Kingdom
13703,1,2011-01-25 13:10:00,2011-01-25 13:10:00,10,99.5,United Kingdom
13704,9,2011-09-12 14:40:00,2011-12-04 15:13:00,1531,2308.06,United Kingdom
13705,3,2010-12-01 10:29:00,2011-12-02 12:32:00,363,711.86,United Kingdom
13706,1,2011-02-10 09:21:00,2011-02-10 09:21:00,189,330.79,United Kingdom
13707,2,2011-01-28 13:27:00,2011-03-17 18:03:00,351,806.41,United Kingdom
13708,1,2011-03-13 13:46:00,2011-03-13 13:46:00,301,285.33,United Kingdom
13709,13,2011-01-28 14:57:00,2011-12-06 10:28:00,3508,6307.650000000001,United Kingdom
13710,1,2011-11-08 08:16:00,2011-11-08 08:16:00,176,180.48,United Kingdom
13711,2,2011-05-05 10:29:00,2011-05-05 10:31:00,140,252.06,United Kingdom
13712,1,2011-04-07 12:33:00,2011-04-07 12:33:00,352,228.84,United Kingdom
13715,5,2010-12-02 08:52:00,2011-03-03 19:21:00,562,1077.39,United Kingdom
13716,1,2011-03-15 13:49:00,2011-03-15 13:49:00,138,138.28,United Kingdom
13717,6,2011-02-14 13:21:00,2011-11-07 14:13:00,1959,1445.01,United Kingdom
13718,2,2011-02-17 11:58:00,2011-04-07 13:24:00,173,306.55,United Kingdom
13719,5,2011-04-19 13:56:00,2011-11-24 15:26:00,609,1041.68,United Kingdom
13720,4,2011-03-30 09:17:00,2011-08-15 12:46:00,501,799.9,United Kingdom
13721,1,2011-11-03 14:05:00,2011-11-03 14:05:00,316,524.14,United Kingdom
13722,3,2011-03-02 11:43:00,2011-07-31 12:44:00,1401,2375.41,United Kingdom
13723,1,2011-05-06 17:04:00,2011-05-06 17:04:00,43,199.85000000000002,United Kingdom
13725,8,2011-02-04 12:18:00,2011-10-21 10:03:00,806,1980.56,United Kingdom
13726,2,2011-08-31 11:06:00,2011-11-01 10:49:00,1054,1079.6599999999999,United Kingdom
13727,2,2011-11-06 12:16:00,2011-11-11 09:46:00,162,333.48,United Kingdom
13728,6,2011-02-02 12:09:00,2011-11-03 10:49:00,458,1016.14,United Kingdom
13730,2,2011-07-01 12:47:00,2011-07-27 08:35:00,488,752.6,United Kingdom
13731,2,2011-04-07 10:10:00,2011-05-04 14:33:00,278,610.59,United Kingdom
13732,1,2011-11-11 15:49:00,2011-11-11 15:49:00,498,491.86,United Kingdom
13735,4,2011-04-19 13:49:00,2011-11-15 11:14:00,1128,2883.54,United Kingdom
13736,2,2011-03-24 13:04:00,2011-12-04 15:19:00,496,729.8,United Kingdom
13737,1,2011-05-23 16:32:00,2011-05-23 16:32:00,125,339.59999999999997,United Kingdom
13739,1,2011-11-21 13:35:00,2011-11-21 13:35:00,54,216.9,United Kingdom
13740,1,2011-04-13 10:32:00,2011-04-13 10:32:00,425,350.75,United Kingdom
13741,3,2011-05-06 13:43:00,2011-09-29 09:19:00,218,668.4300000000001,United Kingdom
13742,12,2011-01-23 14:59:00,2011-11-23 11:07:00,1115,3107.87,United Kingdom
13743,7,2011-03-25 14:46:00,2011-12-07 10:09:00,1776,1341.6,United Kingdom
13744,2,2011-02-20 14:08:00,2011-09-05 15:19:00,1153,1080.52,United Kingdom
13745,1,2011-06-30 16:43:00,2011-06-30 16:43:00,496,300.04,United Kingdom
13747,1,2010-12-01 10:37:00,2010-12-01 10:37:00,8,79.6,United Kingdom
13748,5,2010-12-01 09:00:00,2011-09-05 09:45:00,439,948.25,United Kingdom
13750,5,2011-01-07 11:49:00,2011-10-17 12:16:00,516,1647.26,United Kingdom
13751,1,2011-02-24 15:56:00,2011-02-24 15:56:00,152,296.25,United Kingdom
13752,6,2011-04-07 12:04:00,2011-08-07 14:16:00,874,1175.38,United Kingdom
13753,1,2011-02-25 12:48:00,2011-02-25 12:48:00,512,741.26,United Kingdom
13754,2,2011-01-26 14:58:00,2011-07-11 11:51:00,214,282.59999999999997,United Kingdom
13755,9,2011-10-07 15:45:00,2011-12-06 12:26:00,1242,2108.06,United Kingdom
13756,14,2010-12-07 11:41:00,2011-12-07 16:44:00,3188,5189.52,United Kingdom
13758,7,2010-12-01 12:08:00,2011-11-28 11:11:00,1844,3190.55,United Kingdom
13759,2,2011-09-29 15:40:00,2011-11-06 14:47:00,287,659.4100000000001,United Kingdom
13760,2,2011-03-28 12:52:00,2011-10-16 16:13:00,197,286.79,United Kingdom
13761,2,2011-06-13 08:43:00,2011-10-20 14:01:00,642,1070.65,United Kingdom
13762,1,2011-05-05 09:15:00,2011-05-05 09:15:00,272,306.72,United Kingdom
13763,1,2011-10-07 15:13:00,2011-10-07 15:13:00,728,1714.96,United Kingdom
13764,3,2011-01-06 14:53:00,2011-09-30 12:03:00,926,1519.42,United Kingdom
13767,37,2010-12-01 10:47:00,2011-12-07 15:00:00,7322,17220.36,United Kingdom
13769,10,2010-12-07 13:28:00,2011-12-07 15:08:00,1163,2796.51,United Kingdom
13771,4,2011-04-06 15:47:00,2011-10-06 14:18:00,1477,2634.45,United Kingdom
13772,3,2011-04-14 12:31:00,2011-11-06 11:43:00,540,1122.63,United Kingdom
13774,1,2011-09-19 12:06:00,2011-09-19 12:06:00,192,345.0,United Kingdom
13777,33,2010-12-01 16:01:00,2011-12-09 12:25:00,12897,25977.16,United Kingdom
13778,1,2011-08-28 15:25:00,2011-08-28 15:25:00,70,178.7,United Kingdom
13780,2,2011-06-22 11:43:00,2011-12-02 13:49:00,318,360.01,United Kingdom
13781,1,2011-04-03 12:08:00,2011-04-03 12:08:00,30,127.84,United Kingdom
13782,6,2011-01-16 11:08:00,2011-11-27 11:54:00,369,908.86,United Kingdom
13784,11,2011-01-11 14:38:00,2011-11-30 09:33:00,2493,2462.79,United Kingdom
13786,1,2010-12-07 13:53:00,2010-12-07 13:53:00,136,230.39999999999998,United Kingdom
13787,2,2010-12-10 14:45:00,2011-09-25 12:06:00,337,309.04,United Kingdom
13790,1,2011-12-05 15:48:00,2011-12-05 15:48:00,748,348.8,United Kingdom
13791,2,2011-06-24 16:38:00,2011-08-04 11:44:00,1200,1516.0,United Kingdom
13792,2,2011-02-25 14:03:00,2011-10-04 14:31:00,92,195.55,United Kingdom
13798,57,2010-12-02 17:24:00,2011-12-08 15:51:00,23948,37153.85,United Kingdom
